AlertDescription,Message,LastTriggeredDateTime,TriggeredCount,EventTypeWord,Frequency,ObjectType,Caption,IP_Address,Location,Tower,Vendor,MachineType,Environment,DC,CustomerName,TimeStamp,Alert Category
TCS_Mgmt_Ashburn_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_ASH_9K :DC : Ashburn Device : ASHNWSTK01.us.tcscloud.com Interface : GigabitEthernet1/0/40 Output Errors : 126573 errors This Hour,4/10/2019 7:03 AM,214,Triggered,30.00 m,Interface,ASHNWSTK01.us.tcscloud.com,172.26.1.1,Ashburn,Network,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 4:33 PM,
TCS_Mgmt_Ashburn_9K : Sev4 : Interface Outbound Utilization above 80%(Mail_Only),US Cloud :  Sev4: Network : TCS_Mgmt_ASH_9K : Ashburn Device : ASHNWLEA05.us.tcscloud.com Interface : Ethernet101/1/48 Outbound Utilization is 84 %,4/9/2019 4:03 PM,1,Triggered,180.00 m,Interface,ASHNWLEA05.us.tcscloud.com,172.26.1.27,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 4:03 PM,
Sev2 : Major : File System Utilization above 80%,US Cloud : Sev2 : Linux : Sensata : Ashburn : AMER : stia-obipla1.corp.sensata.com : File System /tmp is above 82 %,4/9/2019 3:48 PM,31,Triggered,4.00 m,Volume,stia-obipla1.corp.sensata.com,10.100.10.24,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,Sensata,4/9/2019 3:48 PM,Sensata_Alert
Sev1 : Critical : Linux Availability,US Cloud : Sev1 : Linux : Optumera : Ashburn : AMER : asobnvldpp03 is Down,4/9/2019 3:35 PM,192,Triggered,1.00 m,Node,asobnvldpp03,10.15.1.26,Ashburn,Linux,Linux,Red Hat,Production,US,Optumera,4/9/2019 3:35 PM,Optumera_Alert
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : TenGigabitEthernet2/1/4 Output Errors : 1.333471E+07 errors This Hour,4/10/2019 8:03 AM,131,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 3:33 PM,
TCS_Mgmt_FPK_9K : Sev3 : Interface Input Errors (1001 - 3000)(Mail_only),US Cloud :  Sev3 : Network : TCS_Mgmt_FPK_9K : DC : Franklin Park Device : FPKNWLEA08.us.tcscloud.com Interface : Ethernet1/50 Input Errors per hour is 1093 errors,4/9/2019 10:03 PM,141,Triggered,30.00 m,Interface,FPKNWLEA08.us.tcscloud.com,172.26.0.30,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,4/9/2019 3:33 PM,
PSB_9K : Sev3 : File System Utilization above 85%,US Cloud : Sev3 : Linux : PSB : Ashburn : usaspsblslg001 : File System /var is 85 %,4/10/2019 10:04 AM,8,Triggered,10.00 m,Volume,usaspsblslg001,10.18.4.14,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,PSB,4/9/2019 3:14 PM,BaNCs_Alerts
Sensata_Sev4 : File System Utilization above 80%,US Cloud : Sev4 : Linux : Sensata : Franklin Park : AMER : stic-agldla1.corp.sensata.com : File System /var is above 82 %,4/9/2019 3:13 PM,21,Triggered,4.00 m,Volume,stic-agldla1.corp.sensata.com,10.100.74.22,Franklin Park,Linux,net-snmp,net-snmp - Linux,Development,US,Sensata,4/9/2019 3:13 PM,Sensata_Alert
Emeds_Sev3 : File System Utilization above 85%,US Cloud : Sev3 : Linux : eMEDS : Franklin Park : ccttecchi016 : File System /var/log is 85 %,4/9/2019 2:34 PM,24,Triggered,10.00 m,Volume,ccttecchi016,10.13.75.35,Franklin Park,Linux,Linux,Red Hat,Production,US,eMEDS,4/9/2019 2:34 PM,eMeds_Alerts
TCS_Mgmt_Ashburn_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_ASH_9K :DC : Ashburn Device : ASHNWSTK01.us.tcscloud.com Interface : GigabitEthernet1/0/40 Output Errors : 6378402 errors This Hour,4/10/2019 7:03 AM,214,Triggered,30.00 m,Interface,ASHNWSTK01.us.tcscloud.com,172.26.1.1,Ashburn,Network,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 2:33 PM,
TCS_Mgmt_ASH_7K_Network : Sev2 : Fabric : Interface Outbound Utilization above 90%,US Cloud : Network : Sev2 : Device NA-ASH-NX7K-SW1-CLOUD-AGG1 : Interface Vlan3608 : Outbound Utilization is 96,4/9/2019 2:33 PM,94,Triggered,30.00 m,Interface,NA-ASH-NX7K-SW1-CLOUD-AGG1,192.168.0.2,Ashburn,Network,Cisco,Cisco Nexus 7000 Series,,US,TCS_Mgmt_ASH_7K,4/9/2019 2:33 PM,
TCS_Mgmt_ASH_7K_Storage : Sev2 : Critical : Fabric : Interface is down,"[{""Key"":""ActionTitle"",""Value"":""Resolved : US Cloud : Storage : Sev2 : Fabric Name ASDSWCB500-27-FC1 : Interface FC port 0\/8 is Up""},{""Key"":""ErrorMessage"",""Value"":""The transport failed to connect to the server.\u000d\u000a""}]",4/9/2019 2:03 PM,3,ActionFailed,2.00 m,Interface,ASDSWCB500-27-FC1,10.100.0.221,Ashburn,Storage,"Brocade Communications Systems, Inc.",M5424 Embedded,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 2:14 PM,
TCS_Mgmt_ASH_7K_Storage : Sev2 : Critical : Fabric : Interface is down,"[{""Key"":""ActionTitle"",""Value"":""Resolved : US Cloud : Storage : Sev2 : Fabric Name ASDSWCB500-27-FC2 : Interface FC port 0\/8 is Up""},{""Key"":""ErrorMessage"",""Value"":""The transport failed to connect to the server.\u000d\u000a""}]",4/9/2019 2:03 PM,3,ActionFailed,2.00 m,Interface,ASDSWCB500-27-FC2,10.100.0.222,Ashburn,Storage,"Brocade Communications Systems, Inc.",M5424 Embedded,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 2:14 PM,
This alert will write to the NetPerfMon event log when the date and time a machine last booted changes.,US Cloud - Cardinal : Sev1 : Windows : Production : USASHCVMACH01 has rebooted.,4/9/2019 2:12 PM,1,Triggered,1.00 m,Node,USASHCVMACH01,10.105.1.35,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,Cardinal,4/9/2019 2:12 PM,Cardinal_Alerts
TCS_Mgmt_ASH_7K_Storage : Sev2 : Critical : Fabric : Interface is down,US Cloud : Storage : Sev 2: Fabric Name ASDSWCB500-27-FC2 : Interface FC port 0/8 is Down,4/9/2019 2:03 PM,3,Triggered,2.00 m,Interface,ASDSWCB500-27-FC2,10.100.0.222,Ashburn,Storage,"Brocade Communications Systems, Inc.",M5424 Embedded,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 2:03 PM,
TCS_Mgmt_ASH_7K_Storage : Sev2 : Critical : Fabric : Interface is down,US Cloud : Storage : Sev 2: Fabric Name ASDSWCB500-27-FC1 : Interface FC port 0/8 is Down,4/9/2019 2:03 PM,3,Triggered,2.00 m,Interface,ASDSWCB500-27-FC1,10.100.0.221,Ashburn,Storage,"Brocade Communications Systems, Inc.",M5424 Embedded,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 2:03 PM,
TCS_Mgmt_Ashburn_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_ASH_9K : DC : Ashburn Device : ASHNWLEA07.us.tcscloud.com Interface : port-channel42 Output Errors : 1027 errors This Hour,4/10/2019 5:03 AM,34,Triggered,30.00 m,Interface,ASHNWLEA07.us.tcscloud.com,172.26.1.29,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 2:03 PM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-hub401.noa.alcoa.com is Down.,4/9/2019 1:03 PM,3,Triggered,0.25 m,Node,noaadc-hub401.noa.alcoa.com,10.11.100.24,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,4/9/2019 1:03 PM,Alcoa_Alert_Console
Arconic_9K : Sev1 : Oracle Linux Server Availability,US Cloud : Sev1 : Linux : Arconic : Franklin Park :anpld110n.adr.valueaddco.com is Down,4/9/2019 12:26 PM,3,Triggered,0.25 m,Node,anpld110n.adr.valueaddco.com,10.14.196.22,Franklin Park,Linux,Linux,OracleServer,Development,US,Arconic,4/9/2019 12:26 PM,Arconic_Alert_Console
Arconic_9K : Sev1 : Oracle Linux Server Availability,US Cloud : Sev1 : Linux : Arconic : Franklin Park :anpld150n.adr.valueaddco.com is Down,4/9/2019 12:26 PM,2,Triggered,0.25 m,Node,anpld150n.adr.valueaddco.com,10.14.196.25,Franklin Park,Linux,Linux,OracleServer,Development,US,Arconic,4/9/2019 12:26 PM,Arconic_Alert_Console
Arconic_9K : Sev1 : Oracle Linux Server Availability,US Cloud : Sev1 : Linux : Arconic : Franklin Park :anpld100n.adr.valueaddco.com is Down,4/9/2019 12:25 PM,4,Triggered,0.25 m,Node,anpld100n.adr.valueaddco.com,10.14.196.21,Franklin Park,Linux,Linux,OracleServer,Development,US,Arconic,4/9/2019 12:25 PM,Arconic_Alert_Console
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,4/9/2019 11:55 AM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-cpm401.noa.alcoa.com is Down.,4/9/2019 11:51 AM,2,Triggered,0.25 m,Node,noaadc-cpm401.noa.alcoa.com,10.11.100.47,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,4/9/2019 11:51 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Franklin Park : lab-f1921a16-vb.noa.alcoa.com is Down.,4/9/2019 11:44 AM,2,Triggered,0.25 m,Node,lab-f1921a16-vb.noa.alcoa.com,10.11.145.44,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,4/9/2019 11:44 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Franklin Park : lab-tcscl07-vb.noa.alcoa.com is Down.,4/9/2019 11:42 AM,2,Triggered,0.25 m,Node,lab-tcscl07-vb.noa.alcoa.com,10.11.145.42,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,4/9/2019 11:42 AM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : adc-epv401.alcoa.com is Down.,4/9/2019 11:41 AM,3,Triggered,0.25 m,Node,adc-epv401.alcoa.com,10.11.100.30,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,4/9/2019 11:41 AM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev2 : Interface is down,US Cloud : Sev2 : Network : TCS_Mgmt_FPK_9K : Node : FPKNWLEA03.us.tcscloud.com Interface : Ethernet1/50.1  is Down,4/9/2019 11:25 AM,20,Triggered,1.00 m,Interface,FPKNWLEA03.us.tcscloud.com,172.26.0.25,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,4/9/2019 11:25 AM,
TCS_Mgmt_FPK_9K : Sev2 : Interface is down,US Cloud : Sev2 : Network : TCS_Mgmt_FPK_9K : Node : FPKNWLEA03.us.tcscloud.com Interface : Ethernet1/50  is Down,4/9/2019 11:25 AM,23,Triggered,1.00 m,Interface,FPKNWLEA03.us.tcscloud.com,172.26.0.25,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,4/9/2019 11:25 AM,
Sensata_Sev3 : File System Utilization above 90%,US Cloud : Sev3 : Linux : Sensata : Franklin Park : AMER : stic-obidld1.corp.sensata.com : File System /var is above 92 %,4/9/2019 11:08 AM,3,Triggered,4.00 m,Volume,stic-obidld1.corp.sensata.com,10.100.84.30,Franklin Park,Linux,net-snmp,net-snmp - Linux,Development,US,Sensata,4/9/2019 11:08 AM,Sensata_Alert
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : GigabitEthernet1/0/4 Output Errors : 225013 errors This Hour,4/10/2019 2:03 AM,16,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 11:03 AM,
TCS_Mgmt_Ashburn_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_ASH_9K : DC : Ashburn Device : ASHNWLEA07.us.tcscloud.com Interface : port-channel42 Output Errors : 1058 errors This Hour,4/10/2019 5:03 AM,34,Triggered,30.00 m,Interface,ASHNWLEA07.us.tcscloud.com,172.26.1.29,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 10:03 AM,
TCS_Mgmt_FPK_7K_Network : Sev3 : Fabric : Interface Outbound Utilization above 80%,US Cloud : Network :  Device NA-FPK-NX7K-SW2-CLOUD-AGG2 : Interface Vlan3307 : Outbound Utilization is 82 %,4/10/2019 10:03 AM,106,Triggered,30.00 m,Interface,NA-FPK-NX7K-SW2-CLOUD-AGG2,192.168.100.3,Franklin Park,Network,Cisco,Cisco Nexus 7000 Series,,US,TCS_Mgmt_FPK_7K,4/9/2019 10:03 AM,
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,4/9/2019 9:55 AM,
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,4/9/2019 8:35 AM,
Sev2 : Major : File System Utilization above 80%,US Cloud : Sev2 : Linux : Sensata : Ashburn : AMER : stia-ebspla1.corp.sensata.com : File System /var is above 80 %,4/10/2019 8:13 AM,39,Triggered,4.00 m,Volume,stia-ebspla1.corp.sensata.com,10.100.10.41,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,Sensata,4/9/2019 7:40 AM,Sensata_Alert
Sensata_Sev3 : CPU Utilization Virtual Servers above 90%,US Cloud : Sev3 : Windows : Sensata : Ashburn : Virtual : SITA-QUSPWF1 : CPU Load is 93 %,4/10/2019 7:11 AM,213,Triggered,6.00 m,Node,SITA-QUSPWF1,10.100.1.19,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,Sensata,4/9/2019 7:28 AM,Sensata_Alert
Emeds_Sev3 : Memory Utilization is above 95%,US Cloud : Sev3 : Windows : eMEDS : Franklin Park : AMGTECCHI010 : Memory Used is 95 %,4/9/2019 7:24 AM,24,Triggered,10.00 m,Node,AMGTECCHI010,10.13.81.28,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,eMEDS,4/9/2019 7:24 AM,eMeds_Alerts
Sensata_Sev3 : CPU Utilization Virtual Servers above 90%,US Cloud : Sev3 : Windows : Sensata : Franklin Park : Virtual : stic-quspwf1 : CPU Load is 98 %,4/10/2019 7:11 AM,221,Triggered,6.00 m,Node,stic-quspwf1,10.100.65.19,Franklin Park,Windows,Windows,Windows 2012 R2 Server,Production,US,Sensata,4/9/2019 7:22 AM,Sensata_Alert
Sensata_Sev3 : CPU Utilization Virtual Servers above 90%,US Cloud : Sev3 : Windows : Sensata : Ashburn : Virtual : SITA-QUSPWF1 : CPU Load is 100 %,4/10/2019 7:11 AM,213,Triggered,6.00 m,Node,SITA-QUSPWF1,10.100.1.19,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,Sensata,4/9/2019 7:10 AM,Sensata_Alert
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,4/9/2019 7:05 AM,
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : TenGigabitEthernet1/1/4 Output Errors : 105018 errors This Hour,4/9/2019 7:03 AM,83,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 7:03 AM,
Sev1 : Critical : Windows Availability,US Cloud : Sev1 : Windows : Optumera : Ashburn : AMER : USASHOPTCV01 is Down.,4/9/2019 4:56 AM,73,Triggered,1.00 m,Node,USASHOPTCV01,10.15.1.41,Ashburn,Windows,Windows,Windows 2012 R2 Server,TCS Mgmt,US,Optumera,4/9/2019 4:56 AM,Optumera_Alert
Alcoa_7K : Sev2 : Memory Utilization is above 90%,US Cloud : VMware : Sev2 : ALCOA : usashpesx323.tcscloud.com : Memory Utilization is 90 %.,4/10/2019 12:24 AM,128,Triggered,10.00 m,Virtual Host,usashpesx323.tcscloud.com,10.106.0.36,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 4:33 AM,Alcoa_Alert_Console
TCS_Mgmt_Ashburn_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_ASH_9K : DC : Ashburn Device : ASHNWLEA07.us.tcscloud.com Interface : port-channel42 Output Errors : 2098 errors This Hour,4/10/2019 5:03 AM,34,Triggered,30.00 m,Interface,ASHNWLEA07.us.tcscloud.com,172.26.1.29,Ashburn,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_ASH_9K,4/9/2019 4:33 AM,
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : TenGigabitEthernet2/1/2 Output Errors : 5.549943E+07 errors This Hour,4/10/2019 4:03 AM,24,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 4:03 AM,
TCS_Mgmt_FPK_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_FPK_9K : DC : Franklin Park Device : FPKNWLEA08.us.tcscloud.com Interface : port-channel36 Output Errors : 2890 errors This Hour,4/9/2019 4:03 AM,12,Triggered,30.00 m,Interface,FPKNWLEA08.us.tcscloud.com,172.26.0.30,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,4/9/2019 4:03 AM,
PSB_9K : Sev3 : File System Utilization above 85%,US Cloud : Sev3 : Linux : PSB : Ashburn : usaspsbldb001 : File System /online_backups is 86 %,4/9/2019 3:44 AM,1,Triggered,10.00 m,Volume,usaspsbldb001,10.18.3.14,Ashburn,Linux,Linux,Red Hat,Production,US,PSB,4/9/2019 3:44 AM,BaNCs_Alerts
Alcoa_7K : Sev3 : Backup Server Drive Space Utilization above 80%,US Cloud : Sev3 : Windows : ALCOA : Ashburn : AMER : USASHCVMA01 : I:\ Label:Indexcache_New 22F241B2  is 80 %,4/9/2019 3:33 AM,1,Triggered,10.00 m,Volume,USASHCVMA01,10.106.1.101,Ashburn,Windows,Windows,Windows 2012 R2 Server,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 3:33 AM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : GigabitEthernet1/0/38 Output Errors : 904469 errors This Hour,4/10/2019 1:03 AM,98,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 3:33 AM,
Alcoa_7K : Sev2 : Memory Utilization is above 90%,US Cloud : VMware : Sev2 : ALCOA : usashpesx323.tcscloud.com : Memory Utilization is 91 %.,4/10/2019 12:24 AM,128,Triggered,10.00 m,Virtual Host,usashpesx323.tcscloud.com,10.106.0.36,Ashburn,Windows,VMware Inc.,VMware ESX Server,Production,US,TCS_Mgmt_ASH_7K,4/9/2019 3:13 AM,Alcoa_Alert_Console
TCS_Management Sev2 : Serious : VM CPU Utilization is above 95%,US Cloud : VMware : Sev2 : CPU Utilization of Guest VM ccttecchi013 is above 95%,4/9/2019 5:35 PM,390,Triggered,10.00 m,Virtual Machine,CCTTECCHI013,10.13.115.23,Franklin Park,Linux,net-snmp,net-snmp - Linux,Production,US,eMEDS,4/9/2019 2:55 AM,
Sev2 : Major : File System Utilization above 80%,US Cloud : Sev2 : Linux : Sensata : Franklin Park : AMER : stic-dnsplf2 : File System /var/log is above 80 %,4/9/2019 2:28 AM,75,Triggered,4.00 m,Volume,stic-dnsplf2,10.100.65.16,Franklin Park,Linux,Linux,Red Hat,Production,US,Sensata,4/9/2019 2:28 AM,Sensata_Alert
Sensata_Sev4 : File System Utilization above 80%,US Cloud : Sev4 : Linux : Sensata : Franklin Park : AMER : stic-epmtld1.corp.sensata.com : File System /usr is above 85 %,4/9/2019 1:48 AM,1,Triggered,4.00 m,Volume,stic-epmtld1.corp.sensata.com,10.100.84.31,Franklin Park,Linux,net-snmp,net-snmp - Linux,Test/Pre-Prod,US,Sensata,4/9/2019 1:48 AM,Sensata_Alert
TCS_Mgmt_FPK_9K : Sev1 : Interface Output Errors above 5000,US Cloud : Sev1 : Network : TCS_Mgmt_FPK_9K :DC : Franklin Park Device : FPKNWSTK01.tcscloud.com Interface : GigabitEthernet1/0/38 Output Errors : 1018192 errors This Hour,4/10/2019 1:03 AM,98,Triggered,30.00 m,Interface,FPKNWSTK01.tcscloud.com,172.26.0.1,Franklin Park,Network,Cisco,Cisco Catalyst 38xx stack,TCS Mgmt,US,TCS_Mgmt_FPK_9K,4/9/2019 1:03 AM,
Arconic_9K : Sev2 : ESXi Host CPU Utilization is above 90%,US Cloud : VMware : Sev2 : usasparcesx31.us.tcscloud.com : CPU Utilization is above 90%.,4/10/2019 12:53 AM,204,Triggered,10.00 m,Virtual Host,USASPARCESX31.US.TCSCLOUD.COM,172.26.10.51,Ashburn,Windows,VMware Inc.,VMware ESX Server,,US,TCS_Mgmt_ASH_9K,4/9/2019 12:53 AM,Arconic_Alert
TCS_Mgmt_ASH_7K_Network : Sev2 : Fabric : Interface Outbound Utilization above 90%,US Cloud : Network : Sev2 : Device NA-ASH-NX7K-SW1-CLOUD-AGG1 : Interface Vlan3608 : Outbound Utilization is 93,4/9/2019 2:33 PM,94,Triggered,30.00 m,Interface,NA-ASH-NX7K-SW1-CLOUD-AGG1,192.168.0.2,Ashburn,Network,Cisco,Cisco Nexus 7000 Series,,US,TCS_Mgmt_ASH_7K,4/9/2019 12:33 AM,
Sev1 : Critical : CPU Utilization above 90%,US Cloud : Sev1 : Linux : Sensata : Ashburn : AMER : stia-obipld1.corp.sensata.com : CPU Load is 98 %,4/9/2019 11:38 PM,825,Triggered,3.00 m,Node,stia-obipld1.corp.sensata.com,10.100.20.25,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,Sensata,4/9/2019 12:04 AM,Sensata_Alert
Optumera_Sev2 : CPU Utilization above 98%,US Cloud : Sev2 : Linux : Optumera : Ashburn : AMER : asobnpldpp02 : CPU Load is 100 %,4/8/2019 11:53 PM,113,Triggered,10.00 m,Node,asobnpldpp02,10.15.1.31,Ashburn,Linux,Linux,Red Hat,Production,US,Optumera,4/8/2019 11:53 PM,Optumera_Alert
TCS_Mgmt_Ashburn_9K : Sev2 : Interface Output Errors (3001-4999),US Cloud : Sev2 : Network : TCS_Mgmt_ASH_9K :DC : Ashburn Device : ASHNWSTK01.us.tcscloud.com Interface : GigabitEthernet2/0/26 Output Errors : 3044 errors This Hour,4/8/2019 11:33 PM,16,Triggered,30.00 m,Interface,ASHNWSTK01.us.tcscloud.com,172.26.1.1,Ashburn,Network,Cisco,Cisco Catalyst 36xx stack-able ethernet switch,Production,US,TCS_Mgmt_ASH_9K,4/8/2019 11:33 PM,
Sev1 : Critical : CPU Utilization above 90%,US Cloud : Sev1 : Linux : Sensata : Ashburn : AMER : stia-obipld1.corp.sensata.com : CPU Load is 99 %,4/9/2019 11:38 PM,825,Triggered,3.00 m,Node,stia-obipld1.corp.sensata.com,10.100.20.25,Ashburn,Linux,net-snmp,net-snmp - Linux,Production,US,Sensata,4/8/2019 11:22 PM,Sensata_Alert
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : NOAADC-PAMM402 is Down.,4/9/2019 10:35 PM,187,Triggered,0.25 m,Node,NOAADC-PAMM402,10.11.16.22,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,4/8/2019 10:35 PM,Alcoa_Alert_Console
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Ashburn : noaadc-pamm401.noa.alcoa.com is Down.,4/9/2019 10:04 PM,165,Triggered,0.25 m,Node,noaadc-pamm401.noa.alcoa.com,10.11.16.21,Ashburn,Windows,Unknown,Unknown,Production,US,ALCOA,4/8/2019 10:04 PM,Alcoa_Alert_Console
TCS_Mgmt_FPK_9K : Sev3 : Interface Output Errors (1001-3000)(Mail_Only),US Cloud : Sev3 : Network : TCS_Mgmt_FPK_9K : DC : Franklin Park Device : FPKNWLEA08.us.tcscloud.com Interface : port-channel31 Output Errors : 1521 errors This Hour,4/8/2019 10:03 PM,4,Triggered,30.00 m,Interface,FPKNWLEA08.us.tcscloud.com,172.26.0.30,Franklin Park,Network,Cisco,Nexus 93180YC-EX,Production,US,TCS_Mgmt_FPK_9K,4/8/2019 10:03 PM,
Alcoa_7K : Sev1 : Windows Availability,US Cloud : Sev1 : Unknown : ALCOA : Franklin Park : acc-labvm004-vb.noa.alcoa.com is Down.,4/8/2019 9:04 PM,1,Triggered,0.25 m,Node,acc-labvm004-vb.noa.alcoa.com,10.11.145.24,Franklin Park,Windows,Unknown,Unknown,DR/DEV,US,ALCOA,4/8/2019 9:04 PM,Alcoa_Alert_Console
